datetime,open,high,low,close,volume,strike,option_type,expiry,iv
2024-01-02 09:15:00+05:30,25.390389230486807,25.491950787408754,25.28882767356486,25.390389230486807,100,24500,CE,2024-01-02,0.14
2024-01-02 09:15:00+05:30,25.390389230486807,25.491950787408754,25.28882767356486,25.390389230486807,100,24500,PE,2024-01-02,0.14
2024-01-02 09:16:00+05:30,30.54944250664882,30.671640276675415,30.427244736622225,30.54944250664882,100,24500,CE,2024-01-02,0.14
2024-01-02 09:16:00+05:30,20.231335954324795,20.312261298142094,20.150410610507496,20.231335954324795,100,24500,PE,2024-01-02,0.14
2024-01-02 09:17:00+05:30,35.20214655134693,35.342955137552316,35.06133796514154,35.20214655134693,100,24500,CE,2024-01-02,0.14
2024-01-02 09:17:00+05:30,15.578631909626683,15.640946437265189,15.516317381988177,15.578631909626683,100,24500,PE,2024-01-02,0.14
2024-01-02 09:18:00+05:30,33.34849501339228,33.48188899344585,33.21510103333871,33.34849501339228,100,24500,CE,2024-01-02,0.14
2024-01-02 09:18:00+05:30,17.43228344758133,17.502012581371655,17.362554313791005,17.43228344758133,100,24500,PE,2024-01-02,0.14
2024-01-02 09:19:00+05:30,32.29110934674351,32.42027378413049,32.161944909356535,32.29110934674351,100,24500,CE,2024-01-02,0.14
2024-01-02 09:19:00+05:30,18.4896691142301,18.563627790687022,18.41571043777318,18.4896691142301,100,24500,PE,2024-01-02,0.14
2024-01-02 09:20:00+05:30,30.373418622869185,30.49491229736066,30.25192494837771,30.373418622869185,100,24500,CE,2024-01-02,0.14
2024-01-02 09:20:00+05:30,20.40735983810443,20.48898927745685,20.32573039875201,20.40735983810443,100,24500,PE,2024-01-02,0.14
2024-01-02 09:21:00+05:30,32.569892463762486,32.700172033617534,32.43961289390744,32.569892463762486,100,24500,CE,2024-01-02,0.14
2024-01-02 09:21:00+05:30,18.210885997211125,18.28372954119997,18.13804245322228,18.210885997211125,100,24500,PE,2024-01-02,0.14
2024-01-02 09:22:00+05:30,32.41965081734158,32.549329420610945,32.28997221407221,32.41965081734158,100,24500,CE,2024-01-02,0.14
2024-01-02 09:22:00+05:30,18.361127643632035,18.434572154206563,18.287683133057506,18.361127643632035,100,24500,PE,2024-01-02,0.14
2024-01-02 09:23:00+05:30,35.2804718783034,35.42159376581662,35.13934999079019,35.2804718783034,100,24500,CE,2024-01-02,0.14
2024-01-02 09:23:00+05:30,15.500306582670209,15.56230780900089,15.438305356339528,15.500306582670209,100,24500,PE,2024-01-02,0.14
2024-01-02 09:24:00+05:30,28.413003882152015,28.526655897680623,28.299351866623407,28.413003882152015,100,24500,CE,2024-01-02,0.14
2024-01-02 09:24:00+05:30,22.3677745788216,22.457245677136886,22.278303480506313,22.3677745788216,100,24500,PE,2024-01-02,0.14
2024-01-02 09:25:00+05:30,34.34756178727436,34.48495203442346,34.21017154012526,34.34756178727436,100,24500,CE,2024-01-02,0.14
2024-01-02 09:25:00+05:30,16.433216673699253,16.49894954039405,16.367483807004454,16.433216673699253,100,24500,PE,2024-01-02,0.14
2024-01-02 09:26:00+05:30,34.04594118669117,34.182124951437935,33.9097574219444,34.04594118669117,100,24500,CE,2024-01-02,0.14
2024-01-02 09:26:00+05:30,16.734837274282444,16.801776623379574,16.667897925185315,16.734837274282444,100,24500,PE,2024-01-02,0.14
2024-01-02 09:27:00+05:30,36.657360386469705,36.80398982801558,36.51073094492383,36.657360386469705,100,24500,CE,2024-01-02,0.14
2024-01-02 09:27:00+05:30,14.123418074503906,14.179911746801922,14.06692440220589,14.123418074503906,100,24500,PE,2024-01-02,0.14
2024-01-02 09:28:00+05:30,36.20523663405653,36.35005758059276,36.060415687520305,36.20523663405653,100,24500,CE,2024-01-02,0.14
2024-01-02 09:28:00+05:30,14.575541826917078,14.633843994224746,14.51723965960941,14.575541826917078,100,24500,PE,2024-01-02,0.14
2024-01-02 09:29:00+05:30,34.843617007524486,34.982991475554584,34.70424253949439,34.843617007524486,100,24500,CE,2024-01-02,0.14
2024-01-02 09:29:00+05:30,15.937161453449125,16.00091009926292,15.87341280763533,15.937161453449125,100,24500,PE,2024-01-02,0.14
2024-01-02 09:30:00+05:30,36.64028010226572,36.78684122267478,36.49371898185666,36.64028010226572,100,24500,CE,2024-01-02,0.14
2024-01-02 09:30:00+05:30,14.140498358707891,14.197060352142723,14.08393636527306,14.140498358707891,100,24500,PE,2024-01-02,0.14
2024-01-02 09:31:00+05:30,39.792205830503704,39.95137465382572,39.63303700718169,39.792205830503704,100,24500,CE,2024-01-02,0.14
2024-01-02 09:31:00+05:30,10.988572630469907,11.032526920991787,10.944618339948027,10.988572630469907,100,24500,PE,2024-01-02,0.14
2024-01-02 09:32:00+05:30,39.09271881540441,39.249089690666025,38.936347940142795,39.09271881540441,100,24500,CE,2024-01-02,0.14
2024-01-02 09:32:00+05:30,11.6880596455692,11.734811884151478,11.641307406986924,11.6880596455692,100,24500,PE,2024-01-02,0.14
2024-01-02 09:33:00+05:30,38.57977064576586,38.73408972834893,38.4254515631828,38.57977064576586,100,24500,CE,2024-01-02,0.14
2024-01-02 09:33:00+05:30,12.201007815207749,12.24981184646858,12.152203783946918,12.201007815207749,100,24500,PE,2024-01-02,0.14
2024-01-02 09:34:00+05:30,41.21114043629929,41.37598499804449,41.04629587455409,41.21114043629929,100,24500,CE,2024-01-02,0.14
2024-01-02 09:34:00+05:30,9.569638024674322,9.60791657677302,9.531359472575625,9.569638024674322,100,24500,PE,2024-01-02,0.14
2024-01-02 09:35:00+05:30,38.00736302899783,38.15939248111382,37.85533357688184,38.00736302899783,100,24500,CE,2024-01-02,0.14
2024-01-02 09:35:00+05:30,12.773415431975781,12.824509093703684,12.722321770247879,12.773415431975781,100,24500,PE,2024-01-02,0.14
2024-01-02 09:36:00+05:30,32.388424890005595,32.517978589565615,32.258871190445575,32.388424890005595,100,24500,CE,2024-01-02,0.14
2024-01-02 09:36:00+05:30,18.392353570968016,18.46592298525189,18.318784156684142,18.392353570968016,100,24500,PE,2024-01-02,0.14
2024-01-02 09:37:00+05:30,33.92960687531628,34.06532530281755,33.793888447815014,33.92960687531628,100,24500,CE,2024-01-02,0.14
2024-01-02 09:37:00+05:30,16.85117158565733,16.91857627199996,16.7837668993147,16.85117158565733,100,24500,PE,2024-01-02,0.14
2024-01-02 09:38:00+05:30,31.474985036486732,31.600884976632678,31.349085096340787,31.474985036486732,100,24500,CE,2024-01-02,0.14
2024-01-02 09:38:00+05:30,19.305793424486883,19.38301659818483,19.228570250788934,19.305793424486883,100,24500,PE,2024-01-02,0.14
2024-01-02 09:39:00+05:30,24.33370782354429,24.431042654838468,24.236372992250114,24.33370782354429,100,24500,CE,2024-01-02,0.14
2024-01-02 09:39:00+05:30,26.447070637429324,26.55285891997904,26.341282354879606,26.447070637429324,100,24500,PE,2024-01-02,0.14
2024-01-02 09:40:00+05:30,21.34100658374952,21.42637061008452,21.255642557414525,21.34100658374952,100,24500,CE,2024-01-02,0.14
2024-01-02 09:40:00+05:30,29.439771877224093,29.55753096473299,29.322012789715195,29.439771877224093,100,24500,PE,2024-01-02,0.14
2024-01-02 09:41:00+05:30,19.647515737901603,19.726105800853208,19.56892567495,19.647515737901603,100,24500,CE,2024-01-02,0.14
2024-01-02 09:41:00+05:30,31.13326272307201,31.2577957739643,31.008729672179722,31.13326272307201,100,24500,PE,2024-01-02,0.14
